parent_page_id,page_name,new_page_name,task_name,page_description,new_page_description,task_description,color,status
1,challenge,piece,work,Site baby support present office assume simply.,Probably why professional medical speech give.,Action capital different wind maintain box.,CadetBlue,todo
1,grow,true,card,Professor morning them fight value second.,Prepare assume lay range customer.,Open security yourself score up guy.,Bisque,todo
1,travel,situation,matter,Young call way usually nation more often over.,Sometimes ability natural price.,National mean federal wall environment number reality.,Brown,todo
1,parent,pretty,upon,Soon treatment garden do.,Military stop assume.,Yourself apply find table radio.,Silver,todo
1,follow,big,north,Stuff ahead rather not help cost.,Home case pick fly.,Might walk accept no these modern.,DarkTurquoise,todo
1,firm,street,make,Modern could every mother.,Everyone close indeed say able need kitchen.,Community performance coach.,DodgerBlue,todo
1,doctor,cup,outside,Discuss today suffer lead.,Brother environmental serious probably.,Service price final stop hospital seek race.,HoneyDew,todo
1,range,it,center,Home fish business natural again.,Join security science wife plan.,Popular interesting future.,PowderBlue,todo
1,report,evening,direction,In thank name choose economic boy outside.,After trial common charge.,Play yet seat building Democrat drive.,DarkSlateBlue,todo
1,contain,indicate,offer,Between explain wide yeah decade somebody.,Read clearly speech by camera here here.,Rate book although.,OliveDrab,todo
1,everyone,pressure,many,Crime level prove great campaign.,Several gas game site miss you.,Recent item care peace police large piece.,Brown,todo
1,mouth,tree,service,Become age heart politics understand throw.,Read standard second will.,Hospital rich between sport.,Olive,todo
1,old,across,source,Old garden could should personal west edge firm.,Baby send fear commercial a.,Box camera shake thing.,Snow,todo
1,skin,their,mind,Shake director rate light site.,Quickly significant own color beyond cover.,Service information skill carry happen.,DarkViolet,todo
1,drop,here,from,Watch girl together far.,Vote second name charge more father include.,Order into total world nice word.,OldLace,todo
1,community,civil,leg,Bag claim my for mission school.,Believe minute rule town church week past.,Discover course their tell someone.,DeepPink,todo
1,outside,consider,western,Personal space stuff kitchen beyond go.,Former two television apply record.,Structure treatment per seat student.,Ivory,todo
1,part,question,play,Top develop itself occur quite blood others memory.,Conference model within nearly.,Approach by manage point American firm.,MintCream,todo
1,environment,nice,century,Keep information avoid part spend wear story.,Cause black audience soon.,Mouth me impact.,Crimson,todo
1,social,town,final,Enjoy guy than data security for project store.,Develop threat a some green.,Beat what really effort war past camera research.,GoldenRod,todo
1,why,along,Republican,Their common market free.,Remain weight return item action college.,And main itself nothing star prevent out.,LightYellow,todo
1,age,quality,TV,Rather how need me heavy to.,Food lay buy past artist great.,Right build they share word.,Peru,todo
1,herself,billion,class,Success agency process stay a stay staff.,City subject sign commercial structure.,Change environment member everything.,BlueViolet,todo
1,dream,source,surface,About body like might Republican.,Account never actually often how indicate.,Certain sometimes onto tough least concern product.,DarkGoldenRod,todo
1,heart,interest,third,Travel experience discuss drug group money they.,Manager interview manage act series.,Plan base ask line another local.,Gray,todo
1,president,scene,positive,Figure man Republican.,Each her spend everybody mission teacher.,Without also goal hot hundred teacher push through.,Maroon,todo
1,accept,type,social,Budget difficult some recognize fill.,At employee sing wind church.,Never alone necessary time.,Yellow,todo
1,key,consumer,all,Role condition into travel eight.,Choose religious which.,Wall trouble not say.,LawnGreen,todo
1,green,pretty,surface,Time chair arm message.,Center glass popular policy win strategy lawyer.,Magazine fear produce might.,LightSteelBlue,todo
1,seek,their,plant,Fall seem read close.,Loss community position bar.,Three major point range.,DarkGoldenRod,todo
1,still,simply,use,Sport language market.,Try traditional hold do network run.,Region they actually any whatever.,PowderBlue,todo
1,instead,seem,top,Message ten tree.,Impact road arrive dog debate even.,Science teacher voice pull go line.,Cornsilk,todo
1,line,plant,evening,Cover control pressure conference.,Writer play whatever find brother fire possible suffer.,Face expert rather recent up it simple.,DarkSalmon,todo
1,reduce,player,so,Total bed not share.,Help memory product word sound foot rather.,Investment no discuss newspaper remember machine.,MediumSpringGreen,todo
1,more,avoid,both,Big poor six.,Kid stay apply word beautiful minute four.,Property growth happen.,ForestGreen,todo
1,third,trial,sell,Bag hard such fear administration often good.,Religious challenge drive phone attack chance.,Mother sister gun.,DarkBlue,todo
1,guy,break,success,Congress build church either page avoid.,Appear sport night rate try.,Cell here husband also day of road.,LemonChiffon,todo
1,maybe,official,stuff,Kitchen without hope officer.,Born whether building understand large up research.,Occur ten along stock special.,PaleGreen,todo
1,Mr,learn,item,Concern on office court natural statement record.,While public common miss.,Data finish include.,DarkOrange,todo
1,public,interview,international,Notice market hear develop air six budget.,Structure simple contain industry out activity me.,Heavy go fish.,WhiteSmoke,todo
1,stock,sound,project,Decade section indeed seek tax represent.,Discussion certain organization talk.,Wrong sing relate meet who.,DarkGray,todo
1,prevent,reduce,eat,No maintain leg control.,Language eight he degree sing.,Probably learn science cover wall heart.,LimeGreen,todo
1,in,everybody,event,Mrs marriage cell old note.,Certainly old view piece add cold.,Human view financial maintain over others around minute.,DarkBlue,todo
1,ago,will,wonder,Media beat you officer third.,Such hour often big during there air.,Whole fund serve.,Peru,todo
1,focus,military,across,Way sense party rate this.,Myself write care same wrong process project.,Weight say song than writer position.,MistyRose,todo
1,design,stop,edge,Very director month quite realize national.,Always article position away into per better.,Land spend American majority method.,SkyBlue,todo
1,section,matter,newspaper,Yeah help ground not threat important.,Town stop theory per art.,Fire writer them throw share.,PaleVioletRed,todo
1,prevent,old,along,Decide idea try bill value teach lay.,Approach how would tax front.,Certainly from trouble debate.,DarkViolet,todo
1,also,onto,personal,Quickly five education type already including.,Election last buy next in.,Leave most those determine effect same.,BlanchedAlmond,todo
1,smile,buy,yard,Cell success organization.,Beat data explain art name we.,Ahead try why response standard.,DarkOrchid,todo
1,four,his,center,Shake attorney house believe probably.,Music turn change throw ready.,Also check enjoy certain.,Brown,todo
1,social,wide,agreement,Daughter also remain fish trade parent safe.,Information a ever act democratic answer.,Movement exist nor base glass yeah effect.,RosyBrown,todo
1,turn,than,at,Want about letter family try any population.,Democrat financial all direction.,Road soon law consumer thought everything thousand.,Orange,todo
1,position,deal,site,Picture pick response involve.,Window fish read police home.,Exactly appear marriage front popular.,LightSeaGreen,todo
1,minute,free,affect,Others cause down.,Various thought what.,Treat anything better.,LightGray,todo
1,road,food,nature,Each approach mother subject model step strong.,Character reality media ahead.,Community just forward every how change.,OrangeRed,todo
1,travel,since,magazine,Care evening instead cup.,School white tax especially.,Interview consumer suggest same pressure.,MediumOrchid,todo
1,program,knowledge,once,Buy large investment perform western morning lawyer.,State particular arrive red.,Force set per us.,Olive,todo
